STARTED,STARTED,STARTED
0,[0 1 1 1 1 1],"[0, 1, 0, 0]",1.5485032796859741,improved!
1,[0 1 1 1 1 1],"[0, 1, 0, 0]",1.5485032796859741
2,[1 1 1 0 1 1],"[0, 1, 1, 0]",1.661615014076233,improved!
3,[1 1 1 0 1 1],"[0, 1, 1, 0]",1.661615014076233
4,[1 1 1 0 1 1],"[0, 1, 1, 0]",1.661615014076233
5,[1 1 1 1 1 1],"[0, 0, 0, 0]",2.3243892192840576,improved!
5,[1 1 1 1 1 1],"[0, 0, 0, 0]",2.3243892192840576,0.37952518463134766
