STARTED,STARTED,STARTED
0,[1 1 1 1 1 0],"[0, 0, 0, 0]",2.1212539672851562,improved!
1,[1 1 1 1 1 1],"[0, 0, 0, 0]",3.629727840423584,improved!
1,[1 1 1 1 1 1],"[0, 0, 0, 0]",3.629727840423584,0.30298805236816406
