STARTED,STARTED,STARTED
0,[1 1 1 1 1 0],"[0, 0, 0, 0]",2.0188963413238525,improved!
1,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664,improved!
2,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
3,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
4,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
5,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
6,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
7,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
8,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
9,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
10,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
11,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
12,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
13,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
14,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
15,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
16,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
17,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
18,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
19,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
20,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
21,[1 1 1 1 0 1],"[0, 1, 0, 0]",2.1862192153930664
22,[1 1 1 1 1 1],"[0, 0, 0, 0]",4.019571304321289,improved!
22,[1 1 1 1 1 1],"[0, 0, 0, 0]",4.019571304321289,0.7903778553009033
